base_name,skin_color_1,skin_color_2
drive_8,indian,middle_eastern
drive_8,indian,south_east_asian
drive_9,african,hispanic
drive_9,african,white
drive_9,asian,hispanic
drive_9,asian,white
drive_9,hispanic,indian
drive_9,hispanic,middle_eastern
drive_9,hispanic,south_east_asian
drive_9,indian,white
drive_9,middle_eastern,white
drive_9,south_east_asian,white
golf_4,middle_eastern,african
golf_4,middle_eastern,hispanic
golf_4,middle_eastern,indian
golf_4,middle_eastern,south_east_asian
golf_4,african,asian
golf_4,african,indian
golf_4,african,white
golf_4,asian,hispanic
golf_4,asian,indian
golf_4,asian,south_east_asian
golf_4,hispanic,indian
golf_4,hispanic,white
golf_4,indian,south_east_asian
golf_4,indian,white
golf_4,south_east_asian,white
golf_5,indian,asian
golf_5,indian,hispanic
golf_5,indian,middle_eastern
golf_5,indian,white
golf_5,african,asian
golf_5,african,hispanic
golf_5,african,middle_eastern
golf_5,african,white
golf_5,asian,south_east_asian
golf_5,hispanic,south_east_asian
golf_5,middle_eastern,south_east_asian
golf_5,south_east_asian,white
hug_0,white,hispanic
hug_0,white,indian
hug_0,african,hispanic
hug_0,african,indian
hug_0,asian,hispanic
hug_0,asian,indian
hug_0,hispanic,middle_eastern
hug_0,hispanic,south_east_asian
hug_0,indian,middle_eastern
hug_0,indian,south_east_asian
hug_2,south_east_asian,asian
hug_2,south_east_asian,hispanic
hug_2,south_east_asian,indian
hug_2,south_east_asian,middle_eastern
hug_2,south_east_asian,white
hug_2,african,asian
hug_2,african,hispanic
hug_2,african,indian
hug_2,african,middle_eastern
hug_2,african,white
hug_3,white,african
hug_3,white,asian
hug_3,white,indian
hug_3,white,middle_eastern
hug_3,white,south_east_asian
hug_3,african,asian
hug_3,african,hispanic
hug_3,asian,hispanic
hug_3,asian,indian
hug_3,asian,middle_eastern
hug_3,asian,south_east_asian
hug_3,hispanic,indian
hug_3,hispanic,middle_eastern
hug_3,hispanic,south_east_asian
hug_4,middle_eastern,indian
hug_4,middle_eastern,south_east_asian
hug_4,middle_eastern,white
hug_4,african,indian
hug_4,african,south_east_asian
hug_4,african,white
hug_4,asian,indian
hug_4,asian,south_east_asian
hug_4,asian,white
hug_4,hispanic,indian
hug_4,hispanic,south_east_asian
hug_4,hispanic,white
hug_6,hispanic,african
hug_6,hispanic,asian
hug_6,hispanic,indian
hug_6,hispanic,middle_eastern
hug_6,hispanic,south_east_asian
hug_6,hispanic,white
hug_7,south_east_asian,asian
hug_7,south_east_asian,hispanic
hug_7,south_east_asian,indian
hug_7,south_east_asian,middle_eastern
hug_7,south_east_asian,white
hug_7,african,asian
hug_7,african,hispanic
hug_7,african,indian
hug_7,african,middle_eastern
hug_7,african,white
jog_2,south_east_asian,asian
jog_2,south_east_asian,indian
jog_2,south_east_asian,middle_eastern
jog_2,south_east_asian,white
jog_2,african,asian
jog_2,african,indian
jog_2,african,middle_eastern
jog_2,african,white
jog_2,asian,hispanic
jog_2,asian,indian
jog_2,asian,white
jog_2,hispanic,indian
jog_2,hispanic,middle_eastern
jog_2,hispanic,white
jog_2,indian,middle_eastern
jog_2,indian,white
jog_2,middle_eastern,white
jog_5,indian,asian
jog_5,indian,hispanic
jog_5,indian,middle_eastern
jog_5,indian,south_east_asian
jog_5,indian,white
jog_5,african,asian
jog_5,african,hispanic
jog_5,african,middle_eastern
jog_5,african,south_east_asian
jog_5,african,white
jog_8,white,asian
jog_8,white,hispanic
jog_8,african,asian
jog_8,african,hispanic
jog_8,asian,indian
jog_8,asian,middle_eastern
jog_8,asian,south_east_asian
jog_8,hispanic,indian
jog_8,hispanic,middle_eastern
jog_8,hispanic,south_east_asian
lunge_1,white,asian
lunge_1,white,hispanic
lunge_1,african,asian
lunge_1,african,hispanic
lunge_1,asian,indian
lunge_1,asian,middle_eastern
lunge_1,asian,south_east_asian
lunge_1,hispanic,indian
lunge_1,hispanic,middle_eastern
lunge_1,hispanic,south_east_asian
lunge_5,indian,asian
lunge_5,indian,middle_eastern
lunge_5,indian,south_east_asian
lunge_5,indian,white
lunge_5,african,asian
lunge_5,african,middle_eastern
lunge_5,african,south_east_asian
lunge_5,african,white
lunge_5,asian,hispanic
lunge_5,hispanic,middle_eastern
lunge_5,hispanic,south_east_asian
lunge_5,hispanic,white
lunge_7,south_east_asian,african
lunge_7,south_east_asian,indian
lunge_7,african,asian
lunge_7,african,hispanic
lunge_7,african,middle_eastern
lunge_7,african,white
lunge_7,asian,indian
lunge_7,hispanic,indian
lunge_7,indian,middle_eastern
lunge_7,indian,white
squat_3,white,african
squat_3,african,asian
squat_3,african,hispanic
squat_3,african,indian
squat_3,african,middle_eastern
squat_3,african,south_east_asian
squat_6,hispanic,asian
squat_6,hispanic,indian
squat_6,african,asian
squat_6,african,indian
squat_6,asian,middle_eastern
squat_6,asian,south_east_asian
squat_6,asian,white
squat_6,indian,middle_eastern
squat_6,indian,south_east_asian
squat_6,indian,white
squat_7,south_east_asian,asian
squat_7,south_east_asian,middle_eastern
squat_7,african,asian
squat_7,african,middle_eastern
squat_7,asian,hispanic
squat_7,asian,indian
squat_7,asian,middle_eastern
squat_7,asian,white
squat_7,hispanic,middle_eastern
squat_7,indian,middle_eastern
squat_7,middle_eastern,white
squat_8,white,african
squat_8,white,asian
squat_8,white,hispanic
squat_8,white,indian
squat_8,white,middle_eastern
squat_8,white,south_east_asian
squat_8,african,hispanic
squat_8,african,indian
squat_8,african,south_east_asian
squat_8,asian,hispanic
squat_8,asian,indian
squat_8,asian,south_east_asian
squat_8,hispanic,indian
squat_8,hispanic,middle_eastern
squat_8,hispanic,south_east_asian
squat_8,indian,middle_eastern
squat_8,middle_eastern,south_east_asian
squat_9,african,asian
squat_9,african,hispanic
squat_9,african,middle_eastern
squat_9,african,white
squat_9,asian,hispanic
squat_9,asian,indian
squat_9,asian,south_east_asian
squat_9,hispanic,indian
squat_9,hispanic,middle_eastern
squat_9,hispanic,south_east_asian
squat_9,hispanic,white
squat_9,indian,middle_eastern
squat_9,indian,white
squat_9,middle_eastern,south_east_asian
squat_9,south_east_asian,white
yoga_0,white,african
yoga_0,white,asian
yoga_0,white,hispanic
yoga_0,white,indian
yoga_0,white,middle_eastern
yoga_0,white,south_east_asian
yoga_2,south_east_asian,african
yoga_2,south_east_asian,asian
yoga_2,south_east_asian,hispanic
yoga_2,south_east_asian,indian
yoga_2,african,hispanic
yoga_2,african,indian
yoga_2,african,middle_eastern
yoga_2,african,white
yoga_2,asian,hispanic
yoga_2,asian,indian
yoga_2,asian,middle_eastern
yoga_2,asian,white
yoga_2,hispanic,middle_eastern
yoga_2,hispanic,white
yoga_2,indian,middle_eastern
yoga_2,indian,white
yoga_3,white,african
yoga_3,white,hispanic
yoga_3,white,indian
yoga_3,white,middle_eastern
yoga_3,white,south_east_asian
yoga_3,african,asian
yoga_3,african,hispanic
yoga_3,african,south_east_asian
yoga_3,asian,hispanic
yoga_3,asian,indian
yoga_3,asian,middle_eastern
yoga_3,asian,south_east_asian
yoga_3,hispanic,indian
yoga_3,hispanic,middle_eastern
yoga_3,indian,south_east_asian
yoga_3,middle_eastern,south_east_asian
yoga_4,middle_eastern,african
yoga_4,middle_eastern,indian
yoga_4,middle_eastern,south_east_asian
yoga_4,middle_eastern,white
yoga_4,african,asian
yoga_4,african,hispanic
yoga_4,african,south_east_asian
yoga_4,asian,indian
yoga_4,asian,south_east_asian
yoga_4,asian,white
yoga_4,hispanic,indian
yoga_4,hispanic,south_east_asian
yoga_4,hispanic,white
yoga_4,indian,south_east_asian
